image,caption
2458862292.jpg,the man in the blue is posing for a picture next to his car .
2466562986.jpg,six children running through a field of flowers surrounded by trees .
3942050764.jpg,a guy in a black tank-top jumping off of a bridge while others watch him .
3576312396.jpg,a group of people race with boats .
3878630626.jpg,a man in a white shirt is playing the flute to someone in a red skirt .
8005292930.jpg,"a blond , female soccer player prepares to kick the soccer ball ."
4700257912.jpg,a woman in a blue shirt and a girl in a pink dress sit on folding chairs in the street .
4695471709.jpg,people are climbing stairs to a statue of several men .
8212843678.jpg,a biker demonstrates his talents in the air by placing only his left arm on the bike seat .
2825202229.jpg,three men in hard hats are on a asphalt laying truck .
4760335522.jpg,two people are walking in opposite directions in front of the same store that says there is a 50 % sale .
4826864287.jpg,a young man and woman are seated with their backs to the side of an escalator .
22764427.jpg,people are talking to a camera crew with video and microphone .
4848497007.jpg,three men are standing while another man is next to them holding a newspaper .
1501438486.jpg,"a quarterback , in the statue of liberty position , is being held onto by an opposing player from behind ."
86734276.jpg,a teacher and her students are in their classroom all wearing winter jackets .
221377138.jpg,a group of people are outside walking through a village street .
7596563530.jpg,a group of ten horse riders wearing equestrian helmets gallop across a large grassy field .
2956844849.jpg,a young girl in a red jacket and a man in a blue and white shirt are watching a woman in black who is holding a white object in her hands .
2473956981.jpg,the girl with the long ponytail prepared to throw the ball to another player on the field .
475594565.jpg,a woman is looking both ways before she crosses the road with her bike .
3437758644.jpg,two men standing in front of an industrial truck .
4928886631.jpg,"various people including a male in a great britain flag hat , a woman in jean shorts and a black sweatshirt are working by a banana stand ."
221331362.jpg,a woman talking to people sitting around her .
2664870203.jpg,a man wearing a white shirt and red shorts is hitting a volleyball .
6220789654.jpg,lady sings and plays the cello with emotion .
3494059.jpg,medical personnel attending a patient in a hospital bed .
307694396.jpg,four people are selecting foods from the buffet .
4748196819.jpg,a large group of people gather on benches and on the park ground to take a break from the day .
3122606953.jpg,two large black dogs run through the snow .
446902008.jpg,a young boy sitting on a rock pile .
3471066276.jpg,two dogs race across a field on a sunny day .
2350646648.jpg,people sitting on what looks like a train car with bar-covered windows that has some kind of arabic writing above one window .
8018915471.jpg,"three bmx riders crossing a power ramp , 2 in front with onlooker ."
3687736666.jpg,two kids running past a dinosaur in the woods .
2315350560.jpg,a young woman is holding-up a red and white dress while two other women smile and watch .
4845740339.jpg,"a man wearing black pants , white shirt , and a white helmet is walking through a crowd ."
2925163296.jpg,a short-haired fairly young women is running in some type of race and is a man behind her running in the same race .
3972666986.jpg,three ladies with scarves around their heads digging up dirt .
302731799.jpg,young man asleep in the booth of a restaurant with dishes and newspaper around him .
2871984109.jpg,cheerleaders in blue performing on a football field underneath a yellow football goal post .
294391131.jpg,people crossing a river on a narrow wooden bridge from one side to the other at sunset .
3311352793.jpg,one teenager taking a risk by diving on his side .
309059803.jpg,a butcher is working at a market .
97406261.jpg,a dog and cat are fighting on a chair .
2977846190.jpg,a seated man in a blue t-shirt and green cap rests against divider glass in a train car .
4808471657.jpg,these people are climbing the steps to go the mountain
3319723910.jpg,a man wearing a black shirt rides his skateboard along the top of a ledge .
2073964624.jpg,"a woman wearing black clothes , a purple scarf , and a pink hat is riding a bike ."
230016181.jpg,woman and dog in rowboat on the water .
2720215226.jpg,a brown dog poses with ribbons .
5371586024.jpg,two women stand near a large mixer as they prepare dough .
1184967930.jpg,a dog running in a field of grass and flowers .
6221812098.jpg,a kid is running after an airborne soccer ball during a game in a sunny field .
4884189834.jpg,a man on a scissor lift working .
4268878033.jpg,an older white man teaching to indian students wearing blue while their teacher watches .
2355578735.jpg,a boy wearing a hooded jacket holds a crab .
202174998.jpg,"five people on a hiking trip in a mountain range , wearing harnesses and climbing equipment , four with blue helmets and three smiling ."
2731298834.jpg,a woman and kids swimming in a lake .
3300679815.jpg,a troupe of flamboyant clowns .
7067778185.jpg,two men and a woman are inspecting the front tire of a bicycle .
2707969386.jpg,a small dog jumping an obstacle in a grassy field .
2511760873.jpg,a woman in white clothing is holding a rope .
4922148937.jpg,a fire engine sits near a cloud of thick smoke with one fireman on top of the truck and another fireman walking towards the smoke .
2044546977.jpg,two asian women singing .
149110905.jpg,"two men , one wearing a teal shirt and shin guards lay horizontally on logs with their backpacks in sight ."
3122938209.jpg,the man is doing a trick on his green bike .
98023274.jpg,two children in red coats and hats standing close to a train .
4811949930.jpg,a family walking with three pieces of luggage .
7325899094.jpg,"on a white board with red design , male surfer catches turquoise wave while two other people wait for more waves in deep blue sea ."
238046200.jpg,woman in jeans in mid leap on the sand at low tide at sundown .
5921995766.jpg,a little blond boy in a blue winter coat is walking in the forest past a tree stump .
2196846255.jpg,a dog standing in the water .
3458125058.jpg,several cartoon characters are behind a young girl sitting in a highchair with a bucket and spongebob in front of her .
3308997740.jpg,a woman with a knit cap on is smiling near a domino 's pizza sign .
3185787277.jpg,four men wearing plaid sit on chairs .
2728593132.jpg,a young man hangs out at a concert .
123501647.jpg,there are items hanging up in the background and then there are picnic tables made of wood and two big grills where people are cooking and a man watching .
3116039960.jpg,a girl holds a blue balloon as she walks .
2923386532.jpg,two towers made of flashy fabric with weird heads on top of them are facing each other on a roadway .
528645220.jpg,"2 small asian boys , wearing long pants and long-sleeve shirt running , with asian girl nearby ."
4146540950.jpg,the boy in the white and red shirt is holding a phone .
3348785391.jpg,the men are walking barefoot on a tightrope .
4067575996.jpg,"people walking down the street in costumes , including one of a hospital gown that exposes the buttocks ."
5716219952.jpg,a girl in a pink shirt is throwing a football .
465357550.jpg,a man with a surfboard is walking his dog as he walks down the beach .
159096105.jpg,two asian women and a young asian girl with a tricycle are standing outside in the shade .
529328292.jpg,co-workers in restaurant take a short break to smile at the camera amidst folding napkins at a table .
3515378674.jpg,an older man indulging in a bottle of amber liquid .
7374494094.jpg,a man carrying a torch walks by a large group of people .
2057420842.jpg,a man in a blue shirt puts an entire turkey on a charcoal grill .
2534194182.jpg,a marching band performs in an auditorium
3431101934.jpg,two girls are jumping on the trampoline in a backyard .
7277071054.jpg,a breakdancer is showing off his moves for astonished younger boys .
4784866019.jpg,people wearing red shirts are standing in a large pool of water as it splashes over and around them .
3105743276.jpg,a group of people on a mountain trail .
4808271472.jpg,a crowd of people gather at the bottom of steps as they look up at two men wearing suits .
4644961410.jpg,a lot of firemen by a car crash .
12142391.jpg,a person in a black hat is holding multicolored juggling pins .
1864566210.jpg,a pregnant lady is sitting at an outside restaurant table and caressing her stomach .
3181701312.jpg,a man covered with a blanket is asleep on the sidewalk .
